observation_date,MEXCPICORMINMEI
2003-09-01,67.07831999999999084
2003-10-01,67.21729000000000553
2003-11-01,67.45480999999999483
2003-12-01,67.60174999999999557
2004-01-01,67.94080999999999904
2004-02-01,68.30568999999999846
2004-03-01,68.55740000000000123
2004-04-01,68.79071000000000424
2004-05-01,68.83793000000000006
2004-06-01,68.98057000000000016
2004-07-01,69.11275999999999442
2004-08-01,69.32339000000000340
2004-09-01,69.71563000000000443
2004-10-01,69.91403000000001100
2004-11-01,70.16000999999999976
2004-12-01,70.33190000000000452
2005-01-01,70.58523999999999887
2005-02-01,70.83605000000000018
2005-03-01,71.05889000000000522
2005-04-01,71.20981999999999346
2005-05-01,71.23718999999999824
2005-06-01,71.39576999999999884
2005-07-01,71.56574000000000524
2005-08-01,71.66895999999999844
2005-09-01,71.99599000000000615
2005-10-01,72.15789999999999793
2005-11-01,72.43701000000000079
2005-12-01,72.67730999999997721
2006-01-01,72.87623999999999569
2006-02-01,73.05579000000000178
2006-03-01,73.31855999999999085
2006-04-01,73.53170000000000073
2006-05-01,73.49518000000000484
2006-06-01,73.68619999999999948
2006-07-01,73.87689000000000306
2006-08-01,74.06081999999997834
2006-09-01,74.44289000000000556
2006-10-01,74.60676999999999737
2006-11-01,74.83629999999999427
2006-12-01,75.08295999999999992
2007-01-01,75.39515000000000100
2007-02-01,75.69516999999999030
2007-03-01,75.89758000000000493
2007-04-01,75.97091999999997824
2007-05-01,75.97458000000000311
2007-06-01,76.13385999999999854
2007-07-01,76.32944000000000528
2007-08-01,76.51883999999999730
2007-09-01,76.85332999999999970
2007-10-01,77.05953000000000941
2007-11-01,77.29668999999999812
2007-12-01,77.54791999999999064
2008-01-01,77.88281999999999528
2008-02-01,78.26782000000000039
2008-03-01,78.69678000000000395
2008-04-01,78.86073000000000377
2008-05-01,78.99176999999998827
2008-06-01,79.30266999999997779
2008-07-01,79.64674000000002252
2008-08-01,80.02195000000000391
2008-09-01,80.53609000000000151
2008-10-01,80.85648000000000479
2008-11-01,81.31704000000000576
2008-12-01,81.71854000000000440
2009-01-01,82.00719999999999743
2009-02-01,82.36173000000002276
2009-03-01,82.74893000000000143
2009-04-01,83.02127000000000123
2009-05-01,83.03479000000000099
2009-06-01,83.22973000000000354
2009-07-01,83.49593000000000131
2009-08-01,83.67994000000000199
2009-09-01,83.99396999999999025
2009-10-01,84.24136000000000024
2009-11-01,84.46833000000002301
2009-12-01,84.86988999999999805
2010-01-01,85.65690999999999633
2010-02-01,86.13906000000000063
2010-03-01,86.54886999999999375
2010-04-01,86.57885999999997750
2010-05-01,86.59384000000000015
2010-06-01,86.76854000000000156
2010-07-01,86.97413000000000238
2010-08-01,87.09683000000001130
2010-09-01,87.44968000000000075
2010-10-01,87.65725999999999374
2010-11-01,87.94321999999999662
2010-12-01,88.28234000000000492
2011-01-01,88.70819000000000187
2011-02-01,89.00979999999999848
2011-03-01,89.15849000000000046
2011-04-01,89.15943000000000040
2011-05-01,89.27754000000000190
2011-06-01,89.40595999999999322
2011-07-01,89.59453000000000600
2011-08-01,89.71103000000002226
2011-09-01,89.93081999999999709
2011-10-01,90.07058999999999571
2011-11-01,90.30886999999999887
2011-12-01,90.65170999999999424
2012-01-01,90.90964999999999918
2012-02-01,91.20252999999999588
2012-03-01,91.36682000000000414
2012-04-01,91.48577000000000226
2012-05-01,91.71217000000000041
2012-06-01,91.85761999999999716
2012-07-01,92.09874999999999545
2012-08-01,92.30549999999999500
2012-09-01,92.43622000000000583
2012-10-01,92.62363999999999464
2012-11-01,92.61530999999999381
2012-12-01,92.66379999999999484
2013-01-01,93.08137999999999579
2013-02-01,93.66383000000000436
2013-03-01,93.97023000000000081
2013-04-01,94.22387999999999408
2013-05-01,94.44321999999999662
2013-06-01,94.64400999999999442
2013-07-01,94.69888000000000261
2013-08-01,94.80664000000000158
2013-09-01,95.11857999999999436
2013-10-01,95.27414000000000271
2013-11-01,95.41522999999999399
2013-12-01,95.81689000000000078
2014-01-01,96.50033000000000527
2014-02-01,96.80079999999999529
2014-03-01,97.00602000000000658
2014-04-01,97.26376000000000488
2014-05-01,97.34438000000000102
2014-06-01,97.54402000000000328
2014-07-01,97.72435000000000116
2014-08-01,97.92418999999999585
2014-09-01,98.21757999999999811
2014-10-01,98.35545999999999367
2014-11-01,98.51239999999999952
2014-12-01,98.72217000000000553
2015-01-01,98.67101999999999862
2015-02-01,99.08526999999999418
2015-03-01,99.40483000000000402
2015-04-01,99.53750999999999749
2015-05-01,99.65819999999999368
2015-06-01,99.86821000000000481
2015-07-01,100.04219999999999402
2015-08-01,100.25830000000000553
2015-09-01,100.63479999999999848
2015-10-01,100.85569999999999879
2015-11-01,100.85739999999999839
2015-12-01,101.12649999999999295
2016-01-01,101.35169999999999391
2016-02-01,101.72110000000000696
2016-03-01,102.05729999999999791
2016-04-01,102.13299999999999557
2016-05-01,102.25199999999999534
2016-06-01,102.48680000000000234
2016-07-01,102.83809999999999718
2016-08-01,103.01160000000000139
2016-09-01,103.44370000000000687
2016-10-01,103.68429999999999325
2016-11-01,103.90019999999999811
2016-12-01,104.31719999999999970
2017-01-01,104.92780000000000484
2017-02-01,105.67029999999999745
2017-03-01,106.19540000000000646
2017-04-01,106.63540000000000418
2017-05-01,107.01239999999999952
2017-06-01,107.30599999999999739
2017-07-01,107.60129999999999484
2017-08-01,107.90189999999999770
2017-09-01,108.10939999999999372
2017-10-01,108.54890000000000327
2017-11-01,108.88739999999999952
2017-12-01,109.31310000000000571
2018-01-01,109.56560000000000343
2018-02-01,110.10280000000000200
2018-03-01,110.46569999999999823
2018-04-01,110.61050000000000182
2018-05-01,110.89090000000000202
2018-06-01,111.15019999999999811
2018-07-01,111.43300000000000693
2018-08-01,111.67650000000000432
2018-09-01,111.99479999999999791
2018-10-01,112.33259999999999934
2018-11-01,112.56250000000000000
2018-12-01,113.06350000000000477
2019-01-01,113.31910000000000593
2019-02-01,113.79630000000000223
2019-03-01,114.16870000000000118
2019-04-01,114.68229999999999791
2019-05-01,114.81069999999999709
2019-06-01,115.12000000000000455
2019-07-01,115.43460000000000321
2019-08-01,115.71349999999999625
2019-09-01,116.03180000000000405
2019-10-01,116.31680000000000064
2019-11-01,116.56879999999999598
2019-12-01,117.04130000000000678
2020-01-01,117.36799999999999500
2020-02-01,117.76940000000000452
2020-03-01,118.06919999999999504
2020-04-01,118.23279999999999745
2020-05-01,118.36159999999999570
2020-06-01,118.68340000000000600
2020-07-01,119.09799999999999898
2020-08-01,119.45629999999999882
2020-09-01,119.79430000000000689
2020-10-01,120.04470000000000596
2020-11-01,119.86920000000000641
2020-12-01,120.52410000000000423
2021-01-01,120.91910000000000025
2021-02-01,121.37189999999999657
2021-03-01,121.95170000000000243
2021-04-01,122.30049999999999955
2021-05-01,122.77859999999999729
2021-06-01,123.34709999999999752
2021-07-01,123.77209999999999468
2021-08-01,124.17199999999999704
2021-09-01,124.60259999999999536
2021-10-01,125.13070000000000448
2021-11-01,125.50039999999999907
2021-12-01,126.44419999999999504
2022-01-01,127.04519999999999413
2022-02-01,127.91320000000000334
2022-03-01,128.62299999999999045
2022-04-01,129.36549999999999727
2022-05-01,129.84049999999999159
2022-06-01,130.63960000000000150
2022-07-01,131.30860000000001264
2022-08-01,132.05639999999999645
2022-09-01,132.70279999999999632
2022-10-01,133.32730000000000814
2022-11-01,133.82519999999999527
2022-12-01,134.55189999999998918
2023-01-01,135.41810000000000969
2023-02-01,136.24240000000000350
2023-03-01,136.94509999999999650
2023-04-01,137.43090000000000828
2023-05-01,137.78110000000000923
2023-06-01,138.12100000000000932
2023-07-01,138.65020000000001232
2023-08-01,139.04879999999999995
2023-09-01,139.55760000000000787
2023-10-01,140.02760000000000673
2023-11-01,140.27680000000000859
2023-12-01,140.89470000000000027
2024-01-01,141.48550000000000182
2024-02-01,142.26210000000000377
2024-03-01,142.90149999999999864
2024-04-01,143.15870000000001028
2024-05-01,143.36930000000000973
2024-06-01,143.72880000000000678
2024-07-01,144.23759999999998627
