observation_date,MEXCP040100IXOBM
1997-02-01,39.97059999999999746
1997-03-01,40.58673999999999893
1997-04-01,41.10551999999999850
1997-05-01,41.64949000000000012
1997-06-01,42.22677000000000191
1997-07-01,42.72377999999999787
1997-08-01,43.14180000000000348
1997-09-01,43.55960000000000321
1997-10-01,43.96757999999999811
1997-11-01,44.47035000000000338
1997-12-01,45.13622999999999763
1998-01-01,45.79527000000000214
1998-02-01,46.48848000000000269
1998-03-01,47.11229999999999762
1998-04-01,47.64795000000000158
1998-05-01,48.20365999999999929
1998-06-01,48.76791999999999661
1998-07-01,49.25959000000000287
1998-08-01,49.80996999999999986
1998-09-01,50.45662999999999698
1998-10-01,51.06571999999999889
1998-11-01,51.59282999999999930
1998-12-01,52.26809999999999690
1999-01-01,52.91818000000000666
1999-02-01,53.58319999999999794
1999-03-01,54.18716999999999473
1999-04-01,54.74394999999999811
1999-05-01,55.38229000000000468
1999-06-01,56.03791999999999263
1999-07-01,56.52296999999999372
1999-08-01,57.00865999999999900
1999-09-01,57.48069000000000273
1999-10-01,57.96573999999999671
1999-11-01,58.32163000000000608
1999-12-01,58.71083000000000141
2000-01-01,59.19609000000000520
2000-02-01,59.62115000000000009
2000-03-01,59.94010999999999711
2000-04-01,60.27720999999999663
2000-05-01,60.61239000000000487
2000-06-01,60.94053000000000253
2000-07-01,61.19223000000000212
2000-08-01,61.39034999999999798
2000-09-01,61.60149000000000541
2000-10-01,61.88265999999999423
2000-11-01,62.14439999999999742
2000-12-01,62.39418000000000575
2001-01-01,62.73490999999999929
2001-02-01,63.09379000000000559
2001-03-01,63.42256999999999323
2001-04-01,63.70009999999999906
2001-05-01,64.00539000000000556
2001-06-01,64.28933999999999571
2001-07-01,64.57434999999999548
2001-08-01,64.87408999999999537
2001-09-01,65.22678000000000509
2001-10-01,65.55469999999999686
2001-11-01,65.83885999999999683
2001-12-01,66.15568000000000382
2002-01-01,66.55875000000000341
2002-02-01,67.25793000000000177
2002-03-01,67.71523000000000536
2002-04-01,68.23935000000000173
2002-05-01,68.64669000000000665
2002-06-01,69.07900999999999669
2002-07-01,69.45506000000000313
2002-08-01,69.81360999999999706
2002-09-01,70.20884999999999820
2002-10-01,70.53936000000000206
2002-11-01,70.82904000000000622
2002-12-01,71.05953000000000941
2003-01-01,71.38486000000000331
2003-02-01,71.69114999999999327
2003-03-01,71.99882999999999811
2003-04-01,72.26288999999999874
2003-05-01,72.52799000000000262
2003-06-01,72.82735999999999876
2003-07-01,73.07170000000000698
2003-08-01,73.35965000000000202
2003-09-01,73.63236999999999455
2003-10-01,73.88604999999999734
2003-11-01,74.09578000000000486
2003-12-01,74.28578000000000259
2004-01-01,74.42768000000000939
2004-02-01,74.67893999999999721
2004-03-01,74.91289999999999338
2004-04-01,75.17766000000000304
2004-05-01,75.45902999999999849
2004-06-01,75.70614000000000487
2004-07-01,75.95359000000000549
2004-08-01,76.13770999999999844
2004-09-01,76.35298000000000229
2004-10-01,76.49868000000002155
2004-11-01,76.65823000000000320
2004-12-01,76.79044000000000381
2005-01-01,76.97663000000000011
2005-02-01,77.18774999999999409
2005-03-01,77.37151999999998964
2005-04-01,77.58990000000000009
2005-05-01,77.75187999999999988
2005-06-01,77.96609999999999729
2005-07-01,78.17583000000000482
2005-08-01,78.35371999999999559
2005-09-01,78.55790999999997837
2005-10-01,78.77733999999999526
2005-11-01,78.96595999999999549
2005-12-01,79.10611999999999000
2006-01-01,79.30546999999999969
2006-02-01,79.49133000000000493
2006-03-01,79.75608000000001141
2006-04-01,80.04368999999999801
2006-05-01,80.27105999999997721
2006-06-01,80.54309000000000651
2006-07-01,80.71058999999999628
2006-08-01,80.90059999999999718
2006-09-01,81.12451999999998975
2006-10-01,81.29030000000000200
2006-11-01,81.45953000000000088
2006-12-01,81.62739000000000544
2007-01-01,81.85372999999999877
2007-02-01,82.07004000000000588
2007-03-01,82.32026000000000465
2007-04-01,82.53898999999999830
2007-05-01,82.72726000000000113
2007-06-01,82.92591999999999075
2007-07-01,83.11627000000000010
2007-08-01,83.32911999999998898
2007-09-01,83.52223000000002173
2007-10-01,83.65028000000000930
2007-11-01,83.83751999999999782
2007-12-01,84.00190999999999519
2008-01-01,84.22445000000000448
2008-02-01,84.46878999999999849
2008-03-01,84.71209000000000344
2008-04-01,84.91731999999998948
2008-05-01,85.10420999999999481
2008-06-01,85.31947999999999865
2008-07-01,85.50983000000002221
2008-08-01,85.72266999999999371
2008-09-01,85.99850000000000705
2008-10-01,86.41034999999999400
2008-11-01,86.68930000000000291
2008-12-01,86.92810000000000059
2009-01-01,87.17452000000000112
2009-02-01,87.52373000000000047
2009-03-01,87.84801000000000215
2009-04-01,87.93314999999999770
2009-05-01,88.11760999999999910
2009-06-01,88.32560999999999751
2009-07-01,88.49450999999997691
2009-08-01,88.61287000000000091
2009-09-01,88.79803000000001134
2009-10-01,88.95064999999999600
2009-11-01,89.11296999999999002
2009-12-01,89.26733000000000118
2010-01-01,89.43448999999999671
2010-02-01,89.64318000000000097
2010-03-01,89.83422000000000196
2010-04-01,89.99030999999999381
2010-05-01,90.21041999999999916
2010-06-01,90.41841999999999757
2010-07-01,90.58974000000000615
2010-08-01,90.75552000000000419
2010-09-01,90.91852000000000089
2010-10-01,91.00781000000000631
2010-11-01,91.13551999999999964
2010-12-01,91.28018000000000143
2011-01-01,91.43139999999999645
2011-02-01,91.60056000000000154
2011-03-01,91.78894999999999982
2011-04-01,91.95099999999999341
2011-05-01,92.11829000000000178
2011-06-01,92.29122999999999877
2011-07-01,92.37206999999999368
2011-08-01,92.45041000000000508
2011-09-01,92.59440999999999633
2011-10-01,92.73125000000000284
2011-11-01,92.86552000000000362
2011-12-01,92.99447999999999581
2012-01-01,93.12930000000000064
2012-02-01,93.28929999999999723
2012-03-01,93.46957999999999345
2012-04-01,93.61525000000000318
2012-05-01,93.76214000000000226
2012-06-01,93.91733999999999583
2012-07-01,94.05759000000000469
2012-08-01,94.17332000000000392
2012-09-01,94.36117000000000132
2012-10-01,94.51447000000000287
2012-11-01,94.68143000000000598
2012-12-01,94.85192999999999586
2013-01-01,95.03207999999999345
2013-02-01,95.19959000000000060
2013-03-01,95.34902999999999906
2013-04-01,95.51202999999999577
2013-05-01,95.71390999999999849
2013-06-01,95.95833000000000368
2013-07-01,96.13137999999999295
2013-08-01,96.31813999999999965
2013-09-01,96.45023999999999376
2013-10-01,96.57829999999999870
2013-11-01,96.75348999999999933
2013-12-01,96.91764000000000578
2014-01-01,97.05360000000000298
2014-02-01,97.22531999999999641
2014-03-01,97.36853000000000691
2014-04-01,97.51819999999999311
2014-05-01,97.70129000000000019
2014-06-01,97.88728999999999303
2014-07-01,98.01108999999999583
2014-08-01,98.18014999999999759
2014-09-01,98.36968000000000245
2014-10-01,98.52701000000000420
2014-11-01,98.69961000000000695
2014-12-01,98.89584000000000685
2015-01-01,99.06907999999999959
2015-02-01,99.24407999999999674
2015-03-01,99.40658000000000527
2015-04-01,99.61726000000000170
2015-05-01,99.77657000000000664
2015-06-01,99.95678999999999803
2015-07-01,100.10790000000000077
2015-08-01,100.25629999999999598
2015-09-01,100.41750000000000398
2015-10-01,100.53300000000000125
2015-11-01,100.70300000000000296
2015-12-01,100.91190000000000282
2016-01-01,101.11020000000000607
2016-02-01,101.34300000000000352
2016-03-01,101.57099999999999795
2016-04-01,101.76250000000000284
2016-05-01,101.96420000000000528
2016-06-01,102.16630000000000678
2016-07-01,102.36289999999999623
2016-08-01,102.52469999999999573
2016-09-01,102.67749999999999488
2016-10-01,102.85200000000000387
2016-11-01,103.05289999999999395
2016-12-01,103.29319999999999879
2017-01-01,103.55490000000000350
2017-02-01,103.79850000000000421
2017-03-01,104.02360000000000184
2017-04-01,104.23250000000000171
2017-05-01,104.44960000000000377
2017-06-01,104.65779999999999461
2017-07-01,104.84969999999999857
2017-08-01,105.07019999999999982
2017-09-01,105.22369999999999379
2017-10-01,105.42789999999999395
2017-11-01,105.65940000000000509
2017-12-01,105.86709999999999354
2018-01-01,106.11320000000000618
2018-02-01,106.30929999999999325
2018-03-01,106.53799999999999670
2018-04-01,106.78310000000000457
2018-05-01,107.02559999999999718
2018-06-01,107.30259999999999820
2018-07-01,107.52809999999999491
2018-08-01,107.70480000000000587
2018-09-01,107.93989999999999441
2018-10-01,108.11090000000000089
2018-11-01,108.40009999999999479
2018-12-01,108.64549999999999841
2019-01-01,108.84040000000000248
2019-02-01,109.11199999999999477
2019-03-01,109.44100000000000250
2019-04-01,109.78660000000000707
2019-05-01,110.08620000000000516
2019-06-01,110.37220000000000653
2019-07-01,110.59459999999999980
2019-08-01,110.83650000000000091
2019-09-01,111.07170000000000698
2019-10-01,111.28079999999999927
2019-11-01,111.46330000000000382
2019-12-01,111.73820000000000618
2020-01-01,111.96089999999999520
2020-02-01,112.26569999999999538
2020-03-01,112.65720000000000312
2020-04-01,113.12850000000000250
2020-05-01,113.21659999999999968
2020-06-01,113.17470000000000141
2020-07-01,113.32630000000000337
2020-08-01,113.45099999999999341
2020-09-01,113.54879999999999995
2020-10-01,113.66849999999999454
2020-11-01,113.78640000000000043
2020-12-01,113.93149999999999977
2021-01-01,114.12260000000000559
2021-02-01,114.36879999999999313
2021-03-01,114.64679999999999893
2021-04-01,114.86390000000000100
2021-05-01,115.09850000000000136
2021-06-01,115.29989999999999384
2021-07-01,115.57659999999999911
2021-08-01,115.81799999999999784
2021-09-01,116.07170000000000698
2021-10-01,116.35519999999999641
2021-11-01,116.66589999999999350
2021-12-01,116.96339999999999293
2022-01-01,117.19310000000000116
2022-02-01,117.50990000000000180
2022-03-01,117.76309999999999434
2022-04-01,118.00320000000000675
2022-05-01,118.27719999999999345
2022-06-01,118.66379999999999484
2022-07-01,118.97830000000000439
2022-08-01,119.33389999999999986
2022-09-01,119.61960000000000548
2022-10-01,119.89039999999999964
2022-11-01,120.12050000000000693
2022-12-01,120.45069999999999766
2023-01-01,120.85630000000000450
2023-02-01,121.20619999999999550
2023-03-01,121.58459999999999468
2023-04-01,122.03549999999999898
2023-05-01,122.41530000000000200
2023-06-01,122.79649999999999466
2023-07-01,123.13580000000000325
2023-08-01,123.39230000000000587
2023-09-01,123.69819999999999993
2023-10-01,124.13079999999999359
2023-11-01,124.50740000000000407
2023-12-01,124.72119999999999607
2024-01-01,125.15349999999999397
2024-02-01,125.63750000000000284
2024-03-01,126.13030000000000541
2024-04-01,126.52349999999999852
2024-05-01,127.10349999999999682
2024-06-01,127.64719999999999800
2024-07-01,128.15690000000000737
