observation_date,CPGREN01MXM657N
1994-01-01,0.8270731602854699549
1994-02-01,0.8224645749647540027
1994-03-01,1.1104059801884900160
1994-04-01,0.2638814584836829957
1994-05-01,0.2297810559216220128
1994-06-01,0.9289641136736559446
1994-07-01,0.5320636416840589522
1994-08-01,0.6148209226878259548
1994-09-01,0.4805517125446209792
1994-10-01,1.4476949214313199477
1994-11-01,0.4977620544585790174
1994-12-01,1.1634507458617000530
1995-01-01,4.8758681581110892012
1995-02-01,0.5394680159806980457
1995-03-01,13.0201118999783993502
1995-04-01,17.0874015172648014982
1995-05-01,0.0071308809484681001
1995-06-01,1.0567809578334199649
1995-07-01,1.5582256088378099168
1995-08-01,1.0406181280572099901
1995-09-01,0.9394614052621249600
1995-10-01,2.7705029956963298510
1995-11-01,3.1446113712767700399
1995-12-01,4.0650915280322799106
1996-01-01,3.8486722499596304203
1996-02-01,2.0981250708633498725
1996-03-01,1.8183690791882300974
1996-04-01,3.4356153876245900669
1996-05-01,-0.1092854123771140051
1996-06-01,1.3286406279482601001
1996-07-01,1.4164843826725699305
1996-08-01,1.5477881270046400797
1996-09-01,1.5929828360228599493
1996-10-01,3.0346797910918299479
1996-11-01,3.3165292324909900756
1996-12-01,4.9697365605582097814
1997-01-01,1.6751789733705100272
1997-02-01,1.2714549411756699282
1997-03-01,1.3478946964311699919
1997-04-01,0.1697863633944700079
1997-05-01,-0.4331581021199439885
1997-06-01,1.3131136846445499167
1997-07-01,1.2717046456665399567
1997-08-01,0.6539703727690839852
1997-09-01,1.0524885837392399246
1997-10-01,2.6039908272130398714
1997-11-01,3.2876477169449001003
1997-12-01,1.8802911948659599695
1998-01-01,1.7819125894245499975
1998-02-01,0.9742139608772479864
1998-03-01,0.9454788860565079833
1998-04-01,0.1681919187203730071
1998-05-01,-2.1999536753917898757
1998-06-01,0.6509977172597040118
1998-07-01,0.8682922929949320467
1998-08-01,0.4905299190991539993
1998-09-01,0.8471848425927149817
1998-10-01,2.4148826117142601078
1998-11-01,7.7516575721223395234
1998-12-01,3.5523604342136501089
1999-01-01,0.8864295555476480182
1999-02-01,1.4910875916227599447
1999-03-01,1.0499801631307199568
1999-04-01,0.3557522133564849920
1999-05-01,-2.4282724188338598026
1999-06-01,0.7950923385921879749
1999-07-01,1.2280822507520801068
1999-08-01,0.9531698841893599949
1999-09-01,1.5256691193826998898
1999-10-01,2.1301363162171100818
1999-11-01,4.1066790887421396050
1999-12-01,2.2233235340246197964
2000-01-01,1.0446469481250799660
2000-02-01,1.1459703125963700554
2000-03-01,1.3017192001401800550
2000-04-01,0.6333064264220410466
2000-05-01,-1.3904947390216699787
2000-06-01,1.0935501692452400668
2000-07-01,1.2644059298092900079
2000-08-01,1.6926624119571500593
2000-09-01,1.6526623399685000937
2000-10-01,2.1166457672872800444
2000-11-01,3.8661490544757501908
2000-12-01,1.3756272600869399181
2001-01-01,1.1041552318025000812
2001-02-01,0.9908624363359189724
2001-03-01,-0.0779033403172851996
2001-04-01,-0.9859387809355479870
2001-05-01,-2.4393240670018898619
2001-06-01,0.2102377633415929981
2001-07-01,-2.7724585957637399858
2001-08-01,-1.1072385457035700540
2001-09-01,1.6398125313814100323
2001-10-01,1.3040536071819899266
2001-11-01,3.1556415142356502024
2001-12-01,-0.4061252490519640101
2002-01-01,-1.4147393849615799155
2002-02-01,2.9616787144250897867
2002-03-01,1.8754391010421200825
2002-04-01,0.8969259314390199966
2002-05-01,-0.6515865124859939739
2002-06-01,0.8080676287870559582
2002-07-01,-0.3016462945373860061
2002-08-01,0.6711718557383360428
2002-09-01,1.3617454493663498916
2002-10-01,2.8236104835579700634
2002-11-01,5.0048497855953195668
2002-12-01,-0.5130119689399870175
2003-01-01,1.7394087119234200589
2003-02-01,0.4661737742772549820
2003-03-01,0.8323710249407909600
2003-04-01,-0.3197628018929939975
2003-05-01,-5.4460375845945199202
2003-06-01,0.0921503079513402018
2003-07-01,-0.0155944400225527992
2003-08-01,0.6398097345051959595
2003-09-01,0.9167732679962200537
2003-10-01,1.2203124744142599400
2003-11-01,5.6145962408739693572
2003-12-01,0.3173344742759119930
2004-01-01,0.4982215059089600273
2004-02-01,0.8586698863334439880
2004-03-01,0.8051476843905389646
2004-04-01,-0.1160468279660710061
2004-05-01,-3.8006296568697801597
2004-06-01,1.1284067538631099570
2004-07-01,0.6637899197605739987
2004-08-01,0.8675857111768240371
2004-09-01,0.8804195387592219646
2004-10-01,1.6248157730923900033
2004-11-01,5.4764519662779997944
2004-12-01,0.5787108668262429534
2005-01-01,0.5064655829430010359
2005-02-01,-0.3384701148498869827
2005-03-01,0.5411657172343179445
2005-04-01,-0.9480702098697200153
2005-05-01,-5.7620636888202403370
2005-06-01,0.4806093965608180252
2005-07-01,0.6369162238582549707
2005-08-01,0.5603065785316290182
2005-09-01,0.6366450062254179754
2005-10-01,2.4472563258858501811
2005-11-01,7.3031594073942303069
2005-12-01,1.1287551546487299969
2006-01-01,1.5205099433119599883
2006-02-01,-0.5175651705277990455
2006-03-01,0.5195626502637310518
2006-04-01,-0.2307898833719509990
2006-05-01,-5.9623709937836597561
2006-06-01,0.2639716422421509723
2006-07-01,0.4946013959384840120
2006-08-01,0.4025992569310279934
2006-09-01,0.1714192740752409905
2006-10-01,1.2290438653822000070
2006-11-01,6.3664834013411102376
2006-12-01,0.7059936420351600184
2007-01-01,0.6768195174554350046
2007-02-01,-0.1500336891379940030
2007-03-01,0.0653972312786161997
2007-04-01,-2.2905333141380501694
2007-05-01,-3.8748948825428302101
2007-06-01,0.3297962354748170122
2007-07-01,0.4758849925302059969
2007-08-01,0.4368791808430900203
2007-09-01,0.5443790588651209461
2007-10-01,2.7521063645141801146
2007-11-01,4.4481162940483400803
2007-12-01,0.2905499136485170109
2008-01-01,0.6243232931235179750
2008-02-01,0.4121005642772159749
2008-03-01,0.8015558217775059502
2008-04-01,-2.2267510182509999694
2008-05-01,-3.5915142593730600140
2008-06-01,0.8073582032859449864
2008-07-01,0.8095314856037240103
2008-08-01,1.2242895364575099304
2008-09-01,0.8095560479150599731
2008-10-01,3.6335325297826703839
2008-11-01,4.8881810761806798737
2008-12-01,-0.2253275099244080037
2009-01-01,-1.1937349724671399986
2009-02-01,-0.2041166825436210031
2009-03-01,0.0882839087294318009
2009-04-01,-2.3624061032391701076
2009-05-01,-4.4666639167983106518
2009-06-01,0.1210569053450119975
2009-07-01,-0.0115308447872244004
2009-08-01,0.4315143484017480158
2009-09-01,-0.2165471311296869872
2009-10-01,3.0683030976170999615
2009-11-01,5.2466836708681796608
2009-12-01,0.4456482613744079946
2010-01-01,1.2431101905061299195
2010-02-01,0.7687153101292909518
2010-03-01,0.6940535674090509977
2010-04-01,-2.0851148377894301866
2010-05-01,-4.9517956064047501386
2010-06-01,0.3750688313149109776
2010-07-01,0.4849580492770410034
2010-08-01,0.8282517429695269717
2010-09-01,0.7512646523770859508
2010-10-01,3.4711633013535201364
2010-11-01,5.0319103929904995809
2010-12-01,0.3022098729585889765
2011-01-01,0.9267199441382459879
2011-02-01,0.5676100722839769741
2011-03-01,0.7626481946122090072
2011-04-01,-3.2062579869705700730
2011-05-01,-6.0123074253598707273
2011-06-01,0.5595533037496339679
2011-07-01,0.6075964799694939522
2011-08-01,0.5211178456347800303
2011-09-01,0.6453173368616530459
2011-10-01,4.9658289368830494936
2011-11-01,7.5328339594427102810
2011-12-01,0.8060015113011880228
2012-01-01,0.6137953474109729690
2012-02-01,0.5827319063467759630
2012-03-01,0.4488566791949060164
2012-04-01,-3.3325126400717501873
2012-05-01,-5.8858470620257401507
2012-06-01,0.7548396277329260107
2012-07-01,0.7295253349788080044
2012-08-01,0.7818837213324399960
2012-09-01,-0.1241508763866159964
2012-10-01,3.5344327348983899384
2012-11-01,7.2476442143905099869
2012-12-01,0.6841863648973239842
2013-01-01,0.5836636812381349459
2013-02-01,0.4666011978392339832
2013-03-01,0.8077012052036790513
2013-04-01,-2.7799389854123699450
2013-05-01,-4.3816762071386499144
2013-06-01,0.8600714657953280051
2013-07-01,0.6252785601170499641
2013-08-01,0.6561812539990969917
2013-09-01,0.5838092256282050307
2013-10-01,4.2091959616174401404
2013-11-01,5.8934046827239106037
2013-12-01,0.7802360253528649592
2014-01-01,1.8356589880091700451
2014-02-01,0.8614912421393740027
2014-03-01,0.5616736033076620283
2014-04-01,-3.1160767945717200433
2014-05-01,-4.8840908849696198502
2014-06-01,0.4568330018252920177
2014-07-01,0.5895177000841760329
2014-08-01,0.1611546661796109947
2014-09-01,0.3382229072471700237
2014-10-01,4.3836340787304797217
2014-11-01,5.4003313371685699451
2014-12-01,0.0322497599949193026
2015-01-01,-0.2815434442017270000
2015-02-01,-0.0306410407623452993
2015-03-01,1.2712940655571600690
2015-04-01,-3.9476802138461501990
2015-05-01,-4.6750166680760596449
2015-06-01,0.2752277792836890224
2015-07-01,0.0692490690153221983
2015-08-01,0.1294163756733570092
2015-09-01,-0.1098010731176699978
2015-10-01,3.2677762987610399215
2015-11-01,4.9018407378214492454
2015-12-01,-0.4249929506415039970
2016-01-01,-0.7721754904023599986
2016-02-01,-0.2428199842939380015
2016-03-01,-0.2807102313961810092
2016-04-01,-2.9052676734814300019
2016-05-01,-5.3272526785252400927
2016-06-01,0.5248938966329560474
2016-07-01,1.0830253857856999566
2016-08-01,1.1077196189833500295
2016-09-01,-0.4885668889673570048
2016-10-01,4.2648226893356300238
2016-11-01,5.6725570941973293415
2016-12-01,0.2145743611533030004
2017-01-01,12.5472815259276000432
2017-02-01,0.4889070935140790164
2017-03-01,-0.3227222286729889977
2017-04-01,-3.9003317601379201562
2017-05-01,-5.1617745492291504661
2017-06-01,-0.2362890171288780095
2017-07-01,-0.7723236688735259925
2017-08-01,0.8068361143199419550
2017-09-01,1.7246480133516399746
2017-10-01,5.2232872874878397695
2017-11-01,6.3141858632322600542
2017-12-01,0.7624323086018489626
2018-01-01,2.4230311975363800769
2018-02-01,1.5688091412385201107
2018-03-01,0.2872458819985510003
2018-04-01,-3.6610655278849399963
2018-05-01,-2.3592514956465300280
2018-06-01,2.2834578059369698977
2018-07-01,1.2848991072662399038
2018-08-01,1.9363186546852699799
2018-09-01,1.9321827635935000522
2018-10-01,3.4040752103473401746
2018-11-01,2.8690095349372302103
2018-12-01,-0.6817169956781999884
2019-01-01,-1.4638748427150400921
2019-02-01,0.8255425868990740046
2019-03-01,1.7690624278705699979
2019-04-01,-3.2922697277814498840
2019-05-01,-4.2200073432652596139
2019-06-01,-1.5308534781087099752
2019-07-01,-0.4299543622873879811
2019-08-01,-0.3691426921606210110
2019-09-01,0.3285537336098959815
2019-10-01,3.2758934464107398732
2019-11-01,4.3550767117658093497
2019-12-01,0.5786117397789920513
2020-01-01,-0.0826577325723388961
2020-02-01,-0.5652808429833530157
2020-03-01,-4.1409807232352600082
2020-04-01,-12.3557451097682999830
2020-05-01,0.1120546070866330068
2020-06-01,5.9304068074177695991
2020-07-01,3.8712145591202800077
2020-08-01,0.3084368169327559861
2020-09-01,-0.3283881943781289947
2020-10-01,2.9489718408924399107
2020-11-01,1.9098044112106900005
2020-12-01,1.1156113722173199854
2021-01-01,5.1976236904622599155
2021-02-01,3.4497533750381998985
2021-03-01,2.7412790679683101125
2021-04-01,-2.1345044424121599747
2021-05-01,-3.8166172918180798490
2021-06-01,0.9503568172368870304
2021-07-01,1.4974563359068400192
2021-08-01,-3.4666274684670801420
2021-09-01,1.1481756941238900893
2021-10-01,4.5638097770413201815
2021-11-01,3.6714829668634303417
2021-12-01,-2.2735258683205601393
2022-01-01,0.7667666184067339907
2022-02-01,1.7444570014518598899
2022-03-01,2.9930554900505499383
2022-04-01,-1.5078462494701398988
2022-05-01,-3.4587853032255901908
2022-06-01,0.3744978157125259943
2022-07-01,0.5385961147845620411
2022-08-01,-0.2931246830302470241
2022-09-01,-0.7060475065517799464
2022-10-01,1.5667224393859200404
2022-11-01,2.8600526119863998176
2022-12-01,-1.6783777989576200707
2023-01-01,0.3806410118890369843
2023-02-01,0.7332428128105660248
2023-03-01,-0.8046236572376219698
2023-04-01,-3.4548186070889501664
2023-05-01,-4.7194133346876796509
2023-06-01,-1.1941461281179799325
2023-07-01,-0.4103485738367079749
2023-08-01,1.6570260762010100564
2023-09-01,0.7296161266536940193
2023-10-01,3.6797904003738497458
2023-11-01,3.8465496045612801446
2023-12-01,-0.0099980097925739999
