observation_date,MEXCPIFODMINMEI
1987-09-01,4.1986914409810803
1987-10-01,4.5820970078807504
1987-11-01,4.8817163111209103
1987-12-01,5.4057994271584500
1988-01-01,6.3721611410833292
1988-02-01,6.8287758784908403
1988-03-01,7.1117099285320400
1988-04-01,7.3632506080170703
1988-05-01,7.4994982128628189
1988-06-01,7.7390019160330210
1988-07-01,7.9858655831782404
1988-08-01,8.0133123896466891
1988-09-01,8.0439345828804711
1988-10-01,8.1152239343887302
1988-11-01,8.3080322366858095
1988-12-01,8.6211247885585305
1989-01-01,8.8100734466097297
1989-02-01,8.8056209192894599
1989-03-01,8.8392371339968800
1989-04-01,9.0388284318185104
1989-05-01,9.2139075618283393
1989-06-01,9.3682227824492301
1989-07-01,9.4715343177648794
1989-08-01,9.5224207926043700
1989-09-01,9.4888559170611995
1989-10-01,9.5701647356756183
1989-11-01,9.6686924835300196
1989-12-01,10.0604808921907996
1990-01-01,10.6135784842544005
1990-02-01,10.9333794239030002
1990-03-01,11.1930349867665004
1990-04-01,11.3130047490628005
1990-05-01,11.4453540331249002
1990-06-01,11.6047394827229997
1990-07-01,11.8254406662675997
1990-08-01,12.0637048693311009
1990-09-01,12.1540174699185997
1990-10-01,12.2357571332104005
1990-11-01,12.5263269693423993
1990-12-01,12.9670690413637999
1991-01-01,13.3091663163723002
1991-02-01,13.4566237703447005
1991-03-01,13.5448120876360996
1991-04-01,13.6942574581577006
1991-05-01,13.8624028478281005
1991-06-01,14.0283698955617009
1991-07-01,14.1353911864781008
1991-08-01,14.1712062870600999
1991-09-01,14.2100516701794000
1991-10-01,14.3193168496512993
1991-11-01,14.5018594677941994
1991-12-01,14.8468672546372993
1992-01-01,15.0963976175666996
1992-02-01,15.2357057935056996
1992-03-01,15.3899895364460004
1992-04-01,15.5065866103470000
1992-05-01,15.4666831027528993
1992-06-01,15.4799123523134003
1992-07-01,15.4994312957584004
1992-08-01,15.4836604318506001
1992-09-01,15.5101919949262008
1992-10-01,15.5820807324695991
1992-11-01,15.6879819610271998
1992-12-01,16.0519327517161017
1993-01-01,16.2202649994000012
1993-02-01,16.2177066132250012
1993-03-01,16.1221063268844986
1993-04-01,16.1581589215096990
1993-05-01,16.2805121755955007
1993-06-01,16.3547996567445999
1993-07-01,16.4253381897785005
1993-08-01,16.4419544902921011
1993-09-01,16.4774881198991991
1993-10-01,16.4204147897771016
1993-11-01,16.4282278350604010
1993-12-01,16.6477410210380015
1994-01-01,16.8357797422943989
1994-02-01,16.7640780282079014
1994-03-01,16.7738623939963993
1994-04-01,16.8236921144394991
1994-05-01,16.9009535859990017
1994-06-01,16.9854947752660017
1994-07-01,17.1108531851682990
1994-08-01,17.1928135706756002
1994-09-01,17.3073038155622996
1994-10-01,17.4007339700963009
1994-11-01,17.5180353263369994
1994-12-01,17.7138593811021998
1995-01-01,18.5395296848319013
1995-02-01,19.5403299448609999
1995-03-01,20.4759387414602010
1995-04-01,21.8266512140404991
1995-05-01,23.0639202643544010
1995-06-01,24.1538668728749002
1995-07-01,24.8627599244684987
1995-08-01,25.2658861682590015
1995-09-01,25.8017908460278989
1995-10-01,26.5851150974098012
1995-11-01,27.6937122781740008
1995-12-01,28.8866648242130992
1996-01-01,29.9892732837118992
1996-02-01,30.7631866992085001
1996-03-01,31.4816617068946982
1996-04-01,32.7863466075498025
1996-05-01,33.6668591953923979
1996-06-01,34.2551223757456995
1996-07-01,34.6890477338374978
1996-08-01,35.0497396405301984
1996-09-01,35.4533792035817967
1996-10-01,35.8541099609342027
1996-11-01,36.4933627959559033
1996-12-01,37.3470117137183024
1997-01-01,38.7567558289361997
1997-02-01,39.2919760775768978
1997-03-01,39.5464110213176028
1997-04-01,39.8083746337665971
1997-05-01,40.0337215205160035
1997-06-01,40.2027744604597999
1997-07-01,40.4654225020368017
1997-08-01,40.8416850757472929
1997-09-01,41.3108583219628969
1997-10-01,41.3745098379499012
1997-11-01,41.7538523168863023
1997-12-01,42.3913940842577972
1998-01-01,43.3530110222820966
1998-02-01,44.1513926317609986
1998-03-01,44.6554715463662006
1998-04-01,45.0416582752229999
1998-05-01,45.6085331668200951
1998-06-01,46.5549216575607971
1998-07-01,47.1647442055167971
1998-08-01,47.5384401932621969
1998-09-01,48.3363084731398018
1998-10-01,49.3241046624563992
1998-11-01,50.1914420800595025
1998-12-01,51.7021388660920991
1999-01-01,53.8823742821867029
1999-02-01,53.9651896793383017
1999-03-01,53.5571013631447030
1999-04-01,53.7578089563849986
1999-05-01,54.1202119203875966
1999-06-01,54.3174973886676966
1999-07-01,54.5445553430672945
1999-08-01,54.5491752060763986
1999-09-01,54.5440420238063055
1999-10-01,54.5825409166828948
1999-11-01,54.7202814230643071
1999-12-01,55.3297617616263011
2000-01-01,55.9806498194444941
2000-02-01,56.0401947710030015
2000-03-01,56.0905000068835022
2000-04-01,56.4041377031290025
2000-05-01,56.8351542555216938
2000-06-01,57.3494995450075038
2000-07-01,57.4521632834724016
2000-08-01,57.6473954747083965
2000-09-01,57.7040316205676973
2000-10-01,57.9997031736975970
2000-11-01,58.1980152804998028
2000-12-01,59.4823385309207069
2001-01-01,59.5340126147171986
2001-02-01,58.2002396570708029
2001-03-01,58.7595858799596016
2001-04-01,59.4568437087566011
2001-05-01,59.8621943394583980
2001-06-01,59.8998377036799994
2001-07-01,59.6642244523903997
2001-08-01,60.6879529382784000
2001-09-01,61.2455881038572016
2001-10-01,61.6343414290192015
2001-11-01,61.5109738412663987
2001-12-01,61.5222668546689988
2002-01-01,62.4400805973391968
2002-02-01,60.5746806258792034
2002-03-01,60.7367182163757988
2002-04-01,61.2265953118792936
2002-05-01,61.5410885367798031
2002-06-01,62.2402285430940978
2002-07-01,62.7129163864140011
2002-08-01,62.9207752376848006
2002-09-01,62.8088991843023052
2002-10-01,63.0273535392355058
2002-11-01,63.8562958846339015
2002-12-01,64.9872100844263088
2003-01-01,64.7980491807963972
2003-02-01,64.5044914028396903
2003-03-01,65.5861676738455088
2003-04-01,65.4764730476881027
2003-05-01,65.4652542791028935
2003-06-01,65.4711752958563977
2003-07-01,65.5864793063063019
2003-08-01,65.4904965084180049
2003-09-01,66.0925704224437993
2003-10-01,66.5827682830871055
2003-11-01,67.2574525604504032
2003-12-01,68.2203968639387028
2004-01-01,69.0437298250444940
2004-02-01,69.5666490940587039
2004-03-01,69.5741282731143968
2004-04-01,69.1764852532919008
2004-05-01,69.0720883789661997
2004-06-01,68.7613908156720015
2004-07-01,69.0434181925836015
2004-08-01,70.3650514583103046
2004-09-01,71.7421553020368918
2004-10-01,73.2379911132809980
2004-11-01,74.0429377592067937
2004-12-01,73.9569272000600932
2005-01-01,72.6748712568403050
2005-02-01,73.0622304054601983
2005-03-01,73.7948783205094117
2005-04-01,74.9345182292009895
2005-05-01,75.5755462008108907
2005-06-01,74.3128114701527096
2005-07-01,75.0202171558867974
2005-08-01,74.8964990689984944
2005-09-01,74.9463602627057952
2005-10-01,74.5209819538833926
2005-11-01,74.0641287665326047
2005-12-01,75.2626672102926051
2006-01-01,76.4038652812875938
2006-02-01,76.4481170907033913
2006-03-01,75.6413006500134060
2006-04-01,75.4094460992710083
2006-05-01,75.6768267505310064
2006-06-01,75.1127719967076928
2006-07-01,75.2978816783484035
2006-08-01,76.5827423137149026
2006-09-01,79.2699490221231997
2006-10-01,80.0798817874198079
2006-11-01,79.2783630985614991
2006-12-01,80.5264511035680925
2007-01-01,81.2238845505615075
2007-02-01,81.2051866029206053
2007-03-01,81.2622153432239003
2007-04-01,81.4831627578430044
2007-05-01,80.5968800396815936
2007-06-01,80.3179689873765028
2007-07-01,81.2145355767406016
2007-08-01,82.0802505524980006
2007-09-01,83.9606408202172929
2007-10-01,83.8945747385539988
2007-11-01,84.5393422996921942
2007-12-01,85.2405153362131074
2008-01-01,85.6861497549787003
2008-02-01,85.2102869875271978
2008-03-01,86.4191093024887067
2008-04-01,87.6076755075061016
2008-05-01,87.8261298624403963
2008-06-01,88.1215574351611934
2008-07-01,88.9610952842219973
2008-08-01,89.6214444683945004
2008-09-01,90.3251105646001946
2008-10-01,90.8779465498393932
2008-11-01,92.5352079757134049
2008-12-01,94.2678844570718013
2009-01-01,94.6103685313542115
2009-02-01,94.2092975544641860
2009-03-01,95.3311744128975107
2009-04-01,96.8108053361865899
2009-05-01,96.9903056335358116
2009-06-01,97.0037058293448951
2009-07-01,97.1953597926607955
2009-08-01,97.4278376083249924
2009-09-01,98.6556695033883102
2009-10-01,97.9647803380689908
2009-11-01,97.6179334093375104
2009-12-01,97.7762426993607932
2010-01-01,99.3839545639873876
2010-02-01,99.9408417712148065
2010-03-01,101.5610189342690006
2010-04-01,100.5958932035560025
2010-05-01,99.1957285577390024
2010-06-01,98.1040800479916015
2010-07-01,98.1368014563624058
2010-08-01,98.7289031316464900
2010-09-01,99.6226650288648017
2010-10-01,100.6039956475329973
2010-11-01,101.5538513876740012
2010-12-01,102.5722662691620002
2011-01-01,102.8557409095290041
2011-02-01,103.2768998403669940
2011-03-01,103.2650875587710004
2011-04-01,104.9442681075459944
2011-05-01,103.4837430497159971
2011-06-01,102.6164815757140047
2011-07-01,104.1114216717910068
2011-08-01,104.2051833825059930
2011-09-01,104.2620681598530012
2011-10-01,104.8860226843469974
2011-11-01,105.8837716344960000
2011-12-01,108.5269408041449992
2012-01-01,111.0431963056939964
2012-02-01,110.5732302529089992
2012-03-01,109.9166988588030023
2012-04-01,109.5252693138990026
2012-05-01,110.0221498375129983
2012-06-01,111.5983736172109957
2012-07-01,113.3511307105570012
2012-08-01,113.7409677424009971
2012-09-01,115.7663724415850055
2012-10-01,115.9601988551389979
2012-11-01,115.9079166766759954
2012-12-01,116.6309022854279931
2013-01-01,116.7936714356460044
2013-02-01,116.8398332981069956
2013-03-01,119.3335860509709931
2013-04-01,120.1843178278920021
2013-05-01,119.6562747810749983
2013-06-01,117.9331255662190046
2013-07-01,117.1518066208350035
2013-08-01,118.0115543346500004
2013-09-01,118.5445805268129931
2013-10-01,118.3893618960370020
2013-11-01,120.0061402321779980
2013-12-01,121.2259832889090063
2014-01-01,122.5072859193089982
2014-02-01,122.1896105504170009
2014-03-01,122.6122249802709945
2014-04-01,122.2660554347740032
2014-05-01,122.9053724527479972
2014-06-01,122.8128840907280050
2014-07-01,123.3606450546320019
2014-08-01,124.5965006940150062
2014-09-01,125.8349146397469980
2014-10-01,126.0871612176439953
2014-11-01,127.1310961326719990
2014-12-01,129.2763247999220084
2015-01-01,129.1080738579630065
2015-02-01,128.4771730186029970
2015-03-01,128.8172714867490072
2015-04-01,129.1564266698740084
2015-05-01,128.3653970831890092
2015-06-01,128.3219834871549949
2015-07-01,128.4374450200160140
2015-08-01,128.7312070228070127
2015-09-01,129.5020431113069890
2015-10-01,129.8444581225940055
2015-11-01,130.3074080820560141
2015-12-01,132.0126060400860126
2016-01-01,133.9868795157960051
2016-02-01,135.3451307992839929
2016-03-01,134.9827757800630081
2016-04-01,134.4302613867399998
2016-05-01,134.2898664250099898
2016-06-01,133.6491028270760069
2016-07-01,133.1351307188220119
2016-08-01,133.5349760410319959
2016-09-01,135.8993490720509953
2016-10-01,136.2534035048809926
2016-11-01,136.9151791169599903
2016-12-01,137.9875295583379966
2017-01-01,138.3298103882800092
2017-02-01,138.5869584315850034
2017-03-01,140.6931965189440064
2017-04-01,142.4960462880029866
2017-05-01,143.6988126845369891
2017-06-01,144.2821766923210021
2017-07-01,146.1093847739369949
2017-08-01,147.6533696085340068
2017-09-01,147.7364731376210045
2017-10-01,146.5579283643849919
2017-11-01,147.7114252486800012
2017-12-01,149.4319457100320108
2018-01-01,150.2180211682870095
2018-02-01,149.3049168600090013
2018-03-01,149.7824801250239943
2018-04-01,149.6618548100950079
2018-05-01,149.0845008562650094
