observation_date,MEXCPIHOUMINMEI
2001-08-01,72.5876744174018995
2001-09-01,72.9544652077625955
2001-10-01,73.2677808201793965
2001-11-01,73.5030719092343929
2001-12-01,73.7510019318592924
2002-01-01,74.1627613377056889
2002-02-01,74.8270683082671013
2002-03-01,75.2281317602199948
2002-04-01,75.6447520588996980
2002-05-01,76.0353636729563078
2002-06-01,76.4269479247319055
2002-07-01,76.7775652283791032
2002-08-01,77.1211795707484953
2002-09-01,77.4842752706063038
2002-10-01,77.7998321555912895
2002-11-01,78.0837962995345976
2002-12-01,78.3221131901564007
2003-01-01,78.6825514375751993
2003-02-01,79.1020819329638130
2003-03-01,79.5081574711164052
2003-04-01,79.8016285341633989
2003-05-01,80.0804399812020051
2003-06-01,80.3533960138148018
2003-07-01,80.5344397232952929
2003-08-01,80.7816633561348993
2003-09-01,81.0275614381933025
2003-10-01,81.3103571548284947
2003-11-01,81.4948268320739970
2003-12-01,81.6976879715982136
2004-01-01,81.9157147335074995
2004-02-01,82.3225096951955067
2004-03-01,82.8334638014339077
2004-04-01,83.2534699399150071
2004-05-01,83.5640392230913989
2004-06-01,83.7754676107612966
2004-07-01,83.9561825242699058
2004-08-01,84.1011392011571104
2004-09-01,84.3105308668281879
2004-10-01,84.4482006998975976
2004-11-01,84.5991146259264042
2004-12-01,84.7281959447819020
2005-01-01,84.9232685748239930
2005-02-01,85.2112865017227961
2005-03-01,85.3354048736801900
2005-04-01,85.5007975239356028
2005-05-01,85.6175036215009868
2005-06-01,85.7493952742465950
2005-07-01,85.9315812086537960
2005-08-01,86.0599016634755003
2005-09-01,86.2850361701328978
2005-10-01,86.5347504038001887
2005-11-01,86.7161102436564022
2005-12-01,86.8469595160160992
2006-01-01,87.0881541225752898
2006-02-01,87.4140063252063015
2006-03-01,87.7918754371414138
2006-04-01,88.1622481185011111
2006-05-01,88.5665218092263018
2006-06-01,88.9493491987470151
2006-07-01,89.1851407535041858
2006-08-01,89.3335812312100899
2006-09-01,89.4862703592268929
2006-10-01,89.6004608688795088
2006-11-01,89.7167237719764898
2006-12-01,89.9355049783887068
2007-01-01,90.2117576345579977
2007-02-01,90.5315162253590984
2007-03-01,90.7885689266891944
2007-04-01,91.0219509229300030
2007-05-01,91.2055052553863987
2007-06-01,91.3721057859143997
2007-07-01,91.5599331938948069
2007-08-01,91.7848748028499983
2007-09-01,92.0282887548691093
2007-10-01,92.1503272748385882
2007-11-01,92.3147835654699946
2007-12-01,92.4593296707687955
2008-01-01,92.9420204322987047
2008-02-01,93.5775047933361890
2008-03-01,93.8839961576248925
2008-04-01,94.2479294860500971
2008-05-01,94.6077480856936006
2008-06-01,94.8551278683422083
2008-07-01,95.1113561044996061
2008-08-01,95.2951628814632983
2008-09-01,95.4859798341267947
2008-10-01,95.8519863439531008
2008-11-01,96.1639029313830065
2008-12-01,96.2615146993286146
2009-01-01,96.4999750989993856
2009-02-01,96.9160994336516950
2009-03-01,97.2305891176702062
2009-04-01,97.3295200574268051
2009-05-01,97.4100378159985922
2009-06-01,97.5205325188879044
2009-07-01,97.6521602172441021
2009-08-01,97.7982965140329981
2009-09-01,98.0009515919819023
2009-10-01,98.0891527397922971
2009-11-01,98.1969801086416965
2009-12-01,98.4673579041552927
2010-01-01,98.9171237829793881
2010-02-01,99.2671450102857875
2010-03-01,99.4651217001367058
2010-04-01,99.5656139557274997
2010-05-01,99.7486114649919955
2010-06-01,99.9937642138937974
2010-07-01,100.1479722868670024
2010-08-01,100.2927964589499936
2010-09-01,100.4382369686209984
2010-10-01,100.5629786440239997
2010-11-01,100.7069290414190021
2010-12-01,100.8937064721030055
2011-01-01,101.0726582506689937
2011-02-01,101.2518041190260050
2011-03-01,101.4510879635940057
2011-04-01,101.6250830644210055
2011-05-01,101.8062854626549978
2011-06-01,101.9974570758199945
2011-07-01,102.1110359806099979
2011-08-01,102.2145318159579972
2011-09-01,102.3725649503909949
2011-10-01,102.5283615720099988
2011-11-01,102.6800352533730063
2011-12-01,102.8259004922689996
2012-01-01,102.9777778705179969
2012-02-01,103.1598954451360015
2012-03-01,103.3520976253240065
2012-04-01,103.5208624748679966
2012-05-01,103.6955254812150002
2012-06-01,103.8818320333670044
2012-07-01,104.0437054970380046
2012-08-01,104.1836890548690064
2012-09-01,104.3778016186609960
2012-10-01,104.5356704414279960
2012-11-01,104.7121169134399992
2012-12-01,104.8826506577519950
2013-01-01,105.0811744881490029
2013-02-01,105.2852609973730011
2013-03-01,105.4611099857900030
2013-04-01,105.6360531867569961
2013-05-01,105.8501386012909933
2013-06-01,106.1140768481340046
2013-07-01,106.3026181983709932
2013-08-01,106.5055651632870024
2013-09-01,106.6384863499740021
2013-10-01,106.7707725110760038
2013-11-01,106.9467079573919932
2013-12-01,107.1066930219709974
2014-01-01,107.2589796833480023
2014-02-01,107.4412330970910006
2014-03-01,107.5953759366639986
2014-04-01,107.7570947949530051
2014-05-01,107.9471690220120053
2014-06-01,108.1456360328219972
2014-07-01,108.2839627776550060
2014-08-01,108.4668268917049971
2014-09-01,108.6659972928549962
2014-10-01,108.8311696312370032
2014-11-01,109.0140598319420064
2014-12-01,109.2112035701239989
2015-01-01,109.3839837693600003
2015-02-01,109.5687580419340037
2015-03-01,109.7510008776680053
2015-04-01,109.9763967900940003
2015-05-01,110.1423979815500047
2015-06-01,110.3313114484869999
2015-07-01,110.4898624789710055
2015-08-01,110.6589365034400032
2015-09-01,110.8246914449480016
2015-10-01,110.9447949059139944
2015-11-01,111.1188408299729957
2015-12-01,111.3220318457660056
2016-01-01,111.5293211019610027
2016-02-01,111.7704646363959995
2016-03-01,112.0028103230190055
2016-04-01,112.2053857692930023
2016-05-01,112.4256610644980015
2016-06-01,112.6373686036759949
2016-07-01,112.8382830549620053
2016-08-01,113.0103143745599965
2016-09-01,113.1650939374789999
2016-10-01,113.3475359969520042
2016-11-01,113.5555842799840036
2016-12-01,113.8067620148100048
2017-01-01,114.0866840369180011
2017-02-01,114.3513290985320054
2017-03-01,114.5978142081099946
2017-04-01,114.8103679839749987
2017-05-01,115.0372120594540064
2017-06-01,115.2493837942599981
2017-07-01,115.4515224175009962
2017-08-01,115.6925984416780011
2017-09-01,115.8607962984080046
2017-10-01,116.0870537974279983
2017-11-01,116.3292907839900039
2017-12-01,116.5413008428020021
2018-01-01,116.8020760427630051
2018-02-01,117.0373260801119955
2018-03-01,117.2861502513380003
2018-04-01,117.5245741023040011
2018-05-01,117.7759986839420066
