observation_date,MEXCPIENGMINMEI
1994-06-01,10.440149999999999153
1994-07-01,10.495699999999999363
1994-08-01,10.560230000000000672
1994-09-01,10.610979999999999634
1994-10-01,10.764590000000000103
1994-11-01,10.818179999999999907
1994-12-01,10.944039999999999324
1995-01-01,11.477660000000000196
1995-02-01,11.539580000000000837
1995-03-01,13.042040000000000077
1995-04-01,15.270590000000000330
1995-05-01,15.271679999999998145
1995-06-01,15.433059999999999334
1995-07-01,15.673550000000000537
1995-08-01,15.836650000000000560
1995-09-01,15.985429999999999140
1995-10-01,16.428300000000000125
1995-11-01,16.944910000000000139
1995-12-01,17.633739999999999526
1996-01-01,18.312400000000000233
1996-02-01,18.696620000000002904
1996-03-01,19.036590000000000344
1996-04-01,19.690609999999999502
1996-05-01,19.669100000000000250
1996-06-01,19.930430000000001201
1996-07-01,20.212740000000000151
1996-08-01,20.525590000000001112
1996-09-01,20.852560000000000429
1996-10-01,21.485369999999999635
1996-11-01,22.197939999999999117
1996-12-01,23.301120000000000942
1997-01-01,23.691449999999999676
1997-02-01,23.992680000000000007
1997-03-01,24.316069999999999851
1997-04-01,24.357359999999999900
1997-05-01,24.251850000000001017
1997-06-01,24.570299999999999585
1997-07-01,24.882770000000000721
1997-08-01,25.045490000000000919
1997-09-01,25.309090000000001197
1997-10-01,25.968139999999998224
1997-11-01,26.821880000000000166
1997-12-01,27.326209999999996114
1998-01-01,27.813140000000000640
1998-02-01,28.084099999999999397
1998-03-01,28.349630000000001218
1998-04-01,28.397309999999997387
1998-05-01,27.772580000000001377
1998-06-01,27.953379999999999228
1998-07-01,28.196100000000001273
1998-08-01,28.334409999999998320
1998-09-01,28.574459999999998416
1998-10-01,29.264489999999998560
1998-11-01,31.532979999999998455
1998-12-01,32.653140000000000498
1999-01-01,32.942590000000002703
1999-02-01,33.433790000000001896
1999-03-01,33.784840000000002647
1999-04-01,33.905029999999996448
1999-05-01,33.081730000000000302
1999-06-01,33.344749999999997669
1999-07-01,33.754259999999995046
1999-08-01,34.075990000000004443
1999-09-01,34.595880000000001075
1999-10-01,35.332819999999998117
1999-11-01,36.783819999999998629
1999-12-01,37.601649999999999352
2000-01-01,37.994450000000000500
2000-02-01,38.429859999999997910
2000-03-01,38.930100000000003035
2000-04-01,39.176650000000002194
2000-05-01,38.631900000000001683
2000-06-01,39.054360000000002628
2000-07-01,39.548169999999998936
2000-08-01,40.217579999999998108
2000-09-01,40.882240000000003022
2000-10-01,41.747579999999999245
2000-11-01,43.361600000000002808
2000-12-01,43.958100000000001728
2001-01-01,44.443459999999994636
2001-02-01,44.883830000000003224
2001-03-01,44.848869999999998015
2001-04-01,44.406680000000001485
2001-05-01,43.323459999999997194
2001-06-01,43.414540000000002351
2001-07-01,42.210900000000002308
2001-08-01,41.743519999999996628
2001-09-01,42.428040000000002863
2001-10-01,42.981319999999996639
2001-11-01,44.337649999999996453
2001-12-01,44.157589999999999009
2002-01-01,43.532879999999998688
2002-02-01,44.822180000000003020
2002-03-01,45.662790000000001100
2002-04-01,46.072350000000000136
2002-05-01,45.772150000000003445
2002-06-01,46.142020000000002256
2002-07-01,46.002830000000002997
2002-08-01,46.311590000000002476
2002-09-01,46.942240000000005296
2002-10-01,48.267699999999997829
2002-11-01,50.683430000000001314
2002-12-01,50.423420000000000130
2003-01-01,51.300490000000003477
2003-02-01,51.539640000000005671
2003-03-01,51.968640000000000612
2003-04-01,51.802460000000003504
2003-05-01,48.981279999999998154
2003-06-01,49.026420000000001664
2003-07-01,49.018770000000003506
2003-08-01,49.332399999999999807
2003-09-01,49.784659999999995250
2003-10-01,50.392189999999999372
2003-11-01,53.221509999999994989
2003-12-01,53.390399999999999636
2004-01-01,53.656399999999997874
2004-02-01,54.117130000000003065
2004-03-01,54.552859999999995466
2004-04-01,54.489550000000001262
2004-05-01,52.418610000000001037
2004-06-01,53.010100000000001330
2004-07-01,53.361980000000002633
2004-08-01,53.824940000000005114
2004-09-01,54.298819999999992092
2004-10-01,55.181080000000001462
2004-11-01,58.203040000000001442
2004-12-01,58.539869999999993411
2005-01-01,58.836359999999999104
2005-02-01,58.637210000000003163
2005-03-01,58.954540000000001498
2005-04-01,58.395609999999997797
2005-05-01,55.030819999999998515
2005-06-01,55.295299999999997453
2005-07-01,55.647480000000001610
2005-08-01,55.959280000000006794
2005-09-01,56.315540000000005705
2005-10-01,57.693730000000002178
2005-11-01,61.907189999999999941
2005-12-01,62.605969999999992126
2006-01-01,63.557899999999996510
2006-02-01,63.228949999999997544
2006-03-01,63.557459999999998956
2006-04-01,63.410780000000002588
2006-05-01,59.629989999999999384
2006-06-01,59.787399999999998101
2006-07-01,60.083109999999997797
2006-08-01,60.325000000000002842
2006-09-01,60.428409999999999513
2006-10-01,61.171100000000002694
2006-11-01,65.065550000000001774
2006-12-01,65.524909999999991328
2007-01-01,65.968389999999999418
2007-02-01,65.869419999999990978
2007-03-01,65.912499999999994316
2007-04-01,64.402749999999997499
2007-05-01,61.907209999999999184
2007-06-01,62.111379999999996926
2007-07-01,62.406959999999997990
2007-08-01,62.679600000000000648
2007-09-01,63.020809999999997331
2007-10-01,64.755209999999991055
2007-11-01,67.635599999999996612
2007-12-01,67.832119999999989091
2008-01-01,68.255610000000004334
2008-02-01,68.536889999999999645
2008-03-01,69.086250000000006821
2008-04-01,67.547869999999988977
2008-05-01,65.121880000000004429
2008-06-01,65.647639999999995553
2008-07-01,66.179079999999999018
2008-08-01,66.989310000000003242
2008-09-01,67.531619999999989545
2008-10-01,69.985399999999998499
2008-11-01,73.406430000000000291
2008-12-01,73.241019999999977586
2009-01-01,72.366709999999997649
2009-02-01,72.218999999999994088
2009-03-01,72.282759999999996126
2009-04-01,70.575149999999993611
2009-05-01,67.422790000000006216
2009-06-01,67.504409999999992920
2009-07-01,67.496630000000010341
2009-08-01,67.787890000000004420
2009-09-01,67.641090000000005489
2009-10-01,69.716530000000005884
2009-11-01,73.374330000000000496
2009-12-01,73.701319999999995503
2010-01-01,74.617519999999998959
2010-02-01,75.191109999999994784
2010-03-01,75.712969999999998549
2010-04-01,74.134270000000000778
2010-05-01,70.463290000000000646
2010-06-01,70.727580000000003224
2010-07-01,71.070580000000006748
2010-08-01,71.659230000000007976
2010-09-01,72.197569999999998913
2010-10-01,74.703669999999988249
2010-11-01,78.462690000000009150
2010-12-01,78.699809999999999377
2011-01-01,79.429140000000003852
2011-02-01,79.879990000000006489
2011-03-01,80.489190000000021996
2011-04-01,77.908500000000003638
2011-05-01,73.224400000000002819
2011-06-01,73.634129999999998972
2011-07-01,74.081530000000000769
2011-08-01,74.467579999999998108
2011-09-01,74.948140000000009309
2011-10-01,78.669930000000022119
2011-11-01,84.596009999999978390
2011-12-01,85.277850000000000819
2012-01-01,85.801280000000005543
2012-02-01,86.301270000000002369
2012-03-01,86.688640000000006580
2012-04-01,83.799730000000010932
2012-05-01,78.867409999999978254
2012-06-01,79.462730000000021846
2012-07-01,80.042430000000010182
2012-08-01,80.668269999999978381
2012-09-01,80.568119999999993297
2012-10-01,83.415750000000002728
2012-11-01,89.461430000000021323
2012-12-01,90.073499999999995680
2013-01-01,90.599230000000005703
2013-02-01,91.021969999999996048
2013-03-01,91.757159999999998945
2013-04-01,89.206360000000003652
2013-05-01,85.297629999999998063
2013-06-01,86.031250000000000000
2013-07-01,86.569180000000002906
2013-08-01,87.137230000000002406
2013-09-01,87.645949999999999136
2013-10-01,91.335139999999995553
2013-11-01,96.717889999999997030
2013-12-01,97.472520000000002938
2014-01-01,99.261780000000001678
2014-02-01,100.116900000000001114
2014-03-01,100.679199999999994475
2014-04-01,97.542000000000001592
2014-05-01,92.777950000000004138
2014-06-01,93.201800000000005753
2014-07-01,93.751239999999995689
2014-08-01,93.902320000000003120
2014-09-01,94.219920000000001892
2014-10-01,98.350179999999994607
2014-11-01,103.661400000000000432
2014-12-01,103.694800000000000750
2015-01-01,103.402900000000002478
2015-02-01,103.371200000000001751
2015-03-01,104.685400000000001342
2015-04-01,100.552700000000001523
2015-05-01,95.851870000000005234
2015-06-01,96.115679999999997563
2015-07-01,96.182239999999993074
2015-08-01,96.306719999999998549
2015-09-01,96.200969999999998095
2015-10-01,99.344599999999999795
2015-11-01,104.214299999999994384
2015-12-01,103.771399999999999864
2016-01-01,102.970100000000002183
2016-02-01,102.720100000000002183
2016-03-01,102.431700000000006412
2016-04-01,99.455820000000002779
2016-05-01,94.157550000000000523
2016-06-01,94.651790000000005421
2016-07-01,95.676890000000000214
2016-08-01,96.736720000000005371
2016-09-01,96.264089999999995939
2016-10-01,100.369600000000005480
2016-11-01,106.063100000000005707
2016-12-01,106.290700000000001069
2017-01-01,119.627300000000005298
2017-02-01,120.212199999999995725
2017-03-01,119.824200000000004707
2017-04-01,115.150700000000000500
2017-05-01,109.206800000000001205
2017-06-01,108.948800000000005639
2017-07-01,108.107399999999998386
2017-08-01,108.979600000000004911
2017-09-01,110.859099999999997976
2017-10-01,116.649600000000006617
2017-11-01,124.015100000000003888
2017-12-01,124.960599999999999454
2018-01-01,127.988500000000001933
2018-02-01,129.996399999999994179
2018-03-01,130.369799999999997908
2018-04-01,125.596800000000001774
2018-05-01,122.633700000000004593
2018-06-01,125.433999999999997499
2018-07-01,127.045699999999996521
2018-08-01,129.505699999999990268
2018-09-01,132.007999999999981355
2018-10-01,136.501599999999996271
2018-11-01,140.417900000000003047
2018-12-01,139.460599999999999454
2019-01-01,137.419099999999986039
2019-02-01,138.553500000000013870
2019-03-01,141.004600000000010596
2019-04-01,136.362400000000008049
2019-05-01,130.607900000000000773
2019-06-01,128.608499999999992269
2019-07-01,128.055499999999994998
2019-08-01,127.582800000000005980
2019-09-01,128.002000000000009550
2019-10-01,132.195199999999999818
2019-11-01,137.952400000000011460
2019-12-01,138.750599999999991496
2020-01-01,138.635899999999992360
2020-02-01,137.852200000000010505
2020-03-01,132.143799999999998818
2020-04-01,115.816400000000001569
2020-05-01,115.946200000000004593
2020-06-01,122.822299999999998477
2020-07-01,127.576999999999998181
2020-08-01,127.970500000000001251
2020-09-01,127.550299999999992906
2020-10-01,131.311700000000001864
2020-11-01,133.819500000000005002
2020-12-01,135.312399999999996680
2021-01-01,142.345400000000012142
2021-02-01,147.256000000000000227
2021-03-01,151.292699999999996407
2021-04-01,148.063299999999998136
2021-05-01,142.412299999999987676
2021-06-01,143.765800000000012915
2021-07-01,145.918599999999997863
2021-08-01,140.860099999999988540
2021-09-01,142.477499999999992042
2021-10-01,148.979899999999986449
2021-11-01,154.449600000000003774
2021-12-01,150.938199999999994816
2022-01-01,152.095499999999987040
2022-02-01,154.748799999999988586
2022-03-01,159.380500000000012051
2022-04-01,156.977300000000013824
2022-05-01,151.547799999999995180
2022-06-01,152.115299999999990632
2022-07-01,152.934599999999988995
2022-08-01,152.486299999999999955
2022-09-01,151.409699999999986630
2022-10-01,153.781800000000004047
2022-11-01,158.180100000000010141
2022-12-01,155.525200000000012324
2023-01-01,156.117199999999996862
2023-02-01,157.261899999999997135
2023-03-01,155.996600000000000819
2023-04-01,150.607200000000005957
2023-05-01,143.499400000000008504
2023-06-01,141.785799999999994725
2023-07-01,141.204000000000007731
2023-08-01,143.543800000000004502
2023-09-01,144.591100000000011505
2023-10-01,149.911699999999996180
2023-11-01,155.678200000000003911
2023-12-01,155.662599999999997635
2024-01-01,156.480700000000013006
2024-02-01,160.834399999999988040
2024-03-01,161.040600000000011960
2024-04-01,157.159799999999989950
2024-05-01,150.348899999999986221
2024-06-01,150.671799999999990405
2024-07-01,154.038600000000002410
