observation_date,MEXCPGRSE01GYM
1984-06-01,60.2111700000000027
1984-07-01,58.2268400000000028
1984-08-01,56.0818199999999933
1984-09-01,56.1995099999999965
1984-10-01,55.7782099999999943
1984-11-01,52.9203100000000006
1984-12-01,50.9035599999999988
1985-01-01,51.9901300000000006
1985-02-01,50.5345999999999975
1985-03-01,49.8872199999999992
1985-04-01,50.8423799999999986
1985-05-01,51.4187700000000021
1985-06-01,51.1056200000000018
1985-07-01,52.5479199999999977
1985-08-01,54.8909000000000020
1985-09-01,57.8104599999999991
1985-10-01,59.0122799999999970
1985-11-01,61.8867400000000032
1985-12-01,64.8393900000000087
1986-01-01,70.3324999999999960
1986-02-01,70.5164800000000014
1986-03-01,71.0998699999999957
1986-04-01,72.5018500000000046
1986-05-01,73.7264100000000013
1986-06-01,78.6201999999999970
1986-07-01,81.1884599999999779
1986-08-01,89.3099100000000021
1986-09-01,88.5983999999999980
1986-10-01,90.4548800000000028
1986-11-01,92.7150900000000036
1986-12-01,96.3025099999999981
1987-01-01,96.4686700000000030
1987-02-01,97.6225400000000008
1987-03-01,99.7552100000000053
1987-04-01,105.5685000000000002
1987-05-01,113.1647999999999996
1987-06-01,115.2237999999999971
1987-07-01,120.3405000000000058
1987-08-01,116.6049000000000007
1987-09-01,118.0326000000000022
1987-10-01,126.2083999999999975
1987-11-01,131.1065999999999860
1987-12-01,152.5757000000000119
1988-01-01,165.5992999999999995
1988-02-01,168.2642999999999915
1988-03-01,169.8194000000000017
1988-04-01,161.7672000000000025
1988-05-01,151.9356999999999971
1988-06-01,142.4139999999999873
1988-07-01,130.0285000000000082
1988-08-01,119.4806999999999988
1988-09-01,113.8559000000000054
1988-10-01,102.0563999999999965
1988-11-01,91.4010200000000026
1988-12-01,68.0258699999999976
1989-01-01,51.5621900000000011
1989-02-01,47.6540800000000004
1989-03-01,43.3919899999999998
1989-04-01,40.3335300000000032
1989-05-01,38.1071900000000028
1989-06-01,36.4998399999999990
1989-07-01,35.6932100000000005
1989-08-01,35.2019400000000005
1989-09-01,34.9491399999999999
1989-10-01,35.3613799999999969
1989-11-01,35.5070499999999996
1989-12-01,37.4197500000000005
1990-01-01,39.9573400000000021
1990-02-01,38.4331699999999969
1990-03-01,38.0126599999999968
1990-04-01,38.8434400000000011
1990-05-01,39.6578599999999994
1990-06-01,40.6535099999999971
1990-07-01,41.0144700000000029
1990-08-01,40.8686900000000009
1990-09-01,40.1908600000000007
1990-10-01,39.0888800000000032
1990-11-01,40.0970399999999998
1990-12-01,39.3904500000000013
1991-01-01,34.1839799999999983
1991-02-01,34.1651200000000017
1991-03-01,34.2860799999999983
1991-04-01,32.5447699999999998
1991-05-01,30.5162200000000006
1991-06-01,28.4286999999999992
1991-07-01,26.9143700000000017
1991-08-01,25.7732500000000009
1991-09-01,24.8604100000000017
1991-10-01,24.2313399999999994
1991-11-01,24.3653900000000014
1991-12-01,23.0735099999999989
1992-01-01,22.1221099999999993
1992-02-01,20.7979299999999974
1992-03-01,19.6343099999999993
1992-04-01,19.8970299999999973
1992-05-01,20.2795099999999984
1992-06-01,20.5697699999999983
1992-07-01,20.5065300000000015
1992-08-01,20.4668400000000013
1992-09-01,20.4550100000000015
1992-10-01,19.8434300000000015
1992-11-01,17.5237400000000001
1992-12-01,16.0484799999999979
1993-01-01,14.9468099999999993
1993-02-01,14.4154099999999996
1993-03-01,14.1517300000000006
1993-04-01,13.7033500000000004
1993-05-01,13.0602099999999997
1993-06-01,12.5296699999999994
1993-07-01,12.0993300000000001
1993-08-01,11.6920900000000003
1993-09-01,11.2263500000000001
1993-10-01,11.2409999999999997
1993-11-01,10.9015699999999995
1993-12-01,10.4286600000000007
1994-01-01,9.4347879999999993
1994-02-01,9.1293950000000006
1994-03-01,8.7498620000000003
1994-04-01,8.5750759999999993
1994-05-01,8.5074729999999992
1994-06-01,8.3460110000000007
1994-07-01,8.1468500000000006
1994-08-01,7.8994030000000004
1994-09-01,7.6499759999999997
1994-10-01,7.2754570000000003
1994-11-01,7.2435150000000004
1994-12-01,7.3276000000000003
1995-01-01,9.3232640000000000
1995-02-01,11.9699899999999992
1995-03-01,17.5521200000000022
1995-04-01,24.9617399999999989
1995-05-01,27.4991299999999974
1995-06-01,29.5536199999999987
1995-07-01,30.8753400000000013
1995-08-01,32.0495599999999996
1995-09-01,33.5315200000000004
1995-10-01,34.8112199999999987
1995-11-01,36.5268599999999992
1995-12-01,39.2206100000000006
1996-01-01,40.5714899999999972
1996-02-01,38.7264099999999942
1996-03-01,33.5516799999999975
1996-04-01,27.4599200000000003
1996-05-01,25.7598500000000001
1996-06-01,25.0555699999999995
1996-07-01,25.0160299999999971
1996-08-01,24.8812299999999986
1996-09-01,24.6492299999999993
1996-10-01,24.4556499999999986
1996-11-01,23.8980099999999993
1996-12-01,25.7129499999999993
1997-01-01,23.7601799999999983
1997-02-01,23.6776299999999971
1997-03-01,23.3587400000000009
1997-04-01,22.3231799999999971
1997-05-01,21.9304500000000004
1997-06-01,21.3137399999999992
1997-07-01,20.8028000000000013
1997-08-01,20.5519299999999987
1997-09-01,20.2505099999999985
1997-10-01,19.9324100000000008
1997-11-01,19.8507800000000003
1997-12-01,16.6471799999999988
1998-01-01,17.0395299999999992
1998-02-01,16.7932799999999993
1998-03-01,16.3795700000000011
1998-04-01,16.1417000000000002
1998-05-01,15.6664999999999992
1998-06-01,15.4786999999999999
1998-07-01,15.3528500000000001
1998-08-01,15.4517799999999994
1998-09-01,15.6783300000000008
1998-10-01,15.5946099999999994
1998-11-01,15.8801000000000005
1998-12-01,16.9502500000000005
1999-01-01,16.3705700000000007
1999-02-01,16.4625500000000002
1999-03-01,17.0286600000000021
1999-04-01,17.1056400000000011
1999-05-01,17.1023600000000009
1999-06-01,17.0133100000000006
1999-07-01,16.9340200000000003
1999-08-01,16.6456200000000010
1999-09-01,16.4891700000000014
1999-10-01,16.1621500000000005
1999-11-01,15.7317000000000000
1999-12-01,13.9523899999999994
2000-01-01,13.5963200000000004
2000-02-01,12.9562899999999992
2000-03-01,11.7975800000000000
2000-04-01,11.1812500000000004
2000-05-01,10.7183499999999992
2000-06-01,10.4475200000000008
2000-07-01,10.0229300000000006
2000-08-01,9.7349409999999992
2000-09-01,9.1838379999999997
2000-10-01,9.3562469999999998
2000-11-01,9.3482579999999995
2000-12-01,9.1104859999999999
2001-01-01,8.1238149999999987
2001-02-01,7.6641100000000018
2001-03-01,7.8373889999999999
2001-04-01,7.8204490000000018
2001-05-01,8.0237689999999997
2001-06-01,7.9614449999999986
2001-07-01,7.9375780000000002
2001-08-01,7.9323969999999999
2001-09-01,7.9661970000000002
2001-10-01,7.5842689999999999
2001-11-01,7.2725780000000002
2001-12-01,7.0763840000000000
2002-01-01,7.7784369999999985
2002-02-01,8.5239009999999986
2002-03-01,8.5273719999999997
2002-04-01,8.5303310000000003
2002-05-01,8.2045820000000003
2002-06-01,8.1952259999999999
2002-07-01,8.1338119999999989
2002-08-01,8.1488689999999995
2002-09-01,8.0823110000000007
2002-10-01,8.0412049999999997
2002-11-01,8.2566850000000009
2002-12-01,8.1208880000000008
2003-01-01,7.3059050000000001
2003-02-01,6.2691429999999997
2003-03-01,5.9343029999999999
2003-04-01,5.8483859999999996
2003-05-01,5.4129410000000000
2003-06-01,5.2724720000000005
2003-07-01,5.1927199999999996
2003-08-01,5.1387910000000003
2003-09-01,4.7309570000000001
2003-10-01,4.7642329999999999
2003-11-01,4.9410669999999994
2003-12-01,4.8953879999999996
2004-01-01,4.8691649999999997
2004-02-01,4.9142180000000000
2004-03-01,4.9265949999999998
2004-04-01,4.9608129999999999
2004-05-01,4.9008209999999996
2004-06-01,4.9566040000000005
2004-07-01,4.9240629999999994
2004-08-01,4.7705800000000007
2004-09-01,4.7787780000000000
2004-10-01,4.7239900000000006
2004-11-01,4.6374160000000000
2004-12-01,4.6945120000000005
2005-01-01,4.6010419999999996
2005-02-01,4.2531720000000002
2005-03-01,4.1097250000000001
2005-04-01,3.6532030000000000
2005-05-01,3.3204370000000001
2005-06-01,3.3059500000000002
2005-07-01,3.3909790000000002
2005-08-01,3.3073560000000000
2005-09-01,3.2269320000000001
2005-10-01,3.3183300000000004
2005-11-01,3.6546140000000000
2005-12-01,3.6890969999999998
2006-01-01,3.3876830000000000
2006-02-01,3.4388050000000003
2006-03-01,3.5823879999999999
2006-04-01,3.7776230000000002
2006-05-01,3.7622399999999998
2006-06-01,3.9120789999999999
2006-07-01,4.0199600000000002
2006-08-01,4.0805470000000001
2006-09-01,3.9987870000000001
2006-10-01,3.9234629999999999
2006-11-01,3.8046250000000001
2006-12-01,3.7374309999999999
2007-01-01,3.8944899999999998
2007-02-01,3.9752179999999999
2007-03-01,3.8302730000000009
2007-04-01,3.2385440000000001
2007-05-01,3.5529730000000002
2007-06-01,3.4433300000000004
2007-07-01,3.3344809999999998
2007-08-01,3.3591690000000001
2007-09-01,3.3241940000000003
2007-10-01,3.7147410000000010
2007-11-01,3.3277370000000004
2007-12-01,3.3079920000000000
2008-01-01,3.4247410000000005
2008-02-01,3.6197520000000001
2008-03-01,3.8950860000000000
2008-04-01,4.0773070000000002
2008-05-01,4.2450669999999997
2008-06-01,4.4045680000000003
2008-07-01,4.6423519999999998
2008-08-01,4.8243269999999994
2008-09-01,5.0754910000000004
2008-10-01,5.1768440000000000
2008-11-01,5.4162239999999997
2008-12-01,5.4761610000000003
2009-01-01,5.0834130000000002
2009-02-01,4.7920449999999999
2009-03-01,4.5293650000000003
2009-04-01,4.5043150000000001
2009-05-01,4.0102019999999996
2009-06-01,3.6742189999999999
2009-07-01,3.4605459999999999
2009-08-01,3.2326669999999997
2009-09-01,2.8261990000000003
2009-10-01,2.8057439999999998
2009-11-01,2.7385310000000000
2009-12-01,2.9586330000000003
2010-01-01,3.7237469999999999
2010-02-01,4.0988199999999999
2010-03-01,4.3122629999999997
2010-04-01,4.1272519999999995
2010-05-01,4.4493910000000003
2010-06-01,4.6366699999999996
2010-07-01,4.7017920000000002
2010-08-01,4.5323440000000002
2010-09-01,4.5520030000000000
2010-10-01,4.2303249999999997
2010-11-01,4.1534620000000002
2010-12-01,3.9362970000000002
2011-01-01,3.4184420000000002
2011-02-01,3.0881010000000000
2011-03-01,2.6799270000000002
2011-04-01,3.0452859999999999
2011-05-01,3.9250479999999999
2011-06-01,3.7750720000000002
2011-07-01,3.7114639999999999
2011-08-01,3.7754460000000001
2011-09-01,3.6117960000000000
2011-10-01,3.2233419999999997
2011-11-01,2.4460959999999998
2011-12-01,2.4958510000000000
2012-01-01,2.3134399999999999
2012-02-01,2.2041179999999998
2012-03-01,2.2304219999999999
2012-04-01,2.3871150000000001
2012-05-01,2.4990749999999999
2012-06-01,2.4391560000000001
2012-07-01,2.3873099999999998
2012-08-01,2.3474200000000001
2012-09-01,2.2119930000000001
2012-10-01,2.2547400000000000
2012-11-01,1.7973880000000002
2012-12-01,1.2896760000000000
2013-01-01,1.6872980000000000
2013-02-01,2.2698709999999997
2013-03-01,2.5305909999999998
2013-04-01,2.8522020000000001
2013-05-01,2.8978400000000000
2013-06-01,3.0919040000000000
2013-07-01,3.0117500000000001
2013-08-01,2.9152009999999997
2013-09-01,3.0758030000000001
2013-10-01,3.1258889999999999
2013-11-01,3.5302500000000001
2013-12-01,4.1216379999999999
2014-01-01,4.2507289999999998
2014-02-01,3.8896839999999990
2014-03-01,3.6848980000000009
2014-04-01,3.6771750000000001
2014-05-01,3.4351180000000001
2014-06-01,3.3738229999999998
2014-07-01,3.4905360000000001
2014-08-01,3.5475690000000002
2014-09-01,3.5676260000000002
2014-10-01,3.4784410000000010
2014-11-01,3.4071690000000001
2014-12-01,3.1993459999999998
2015-01-01,2.2948430000000002
2015-02-01,2.2184240000000002
2015-03-01,2.3690210000000000
2015-04-01,2.0992060000000001
2015-05-01,2.2197360000000002
2015-06-01,2.1819670000000002
2015-07-01,2.1713070000000001
2015-08-01,2.2393570000000000
2015-09-01,2.2694990000000002
2015-10-01,2.3014559999999999
2015-11-01,2.0769720000000000
2015-12-01,2.1629860000000001
2016-01-01,2.5395140000000000
2016-02-01,2.4594450000000001
2016-03-01,2.4447320000000001
2016-04-01,2.3060870000000002
2016-05-01,2.2859449999999999
2016-06-01,2.3211789999999999
2016-07-01,2.4870749999999999
2016-08-01,2.3172050000000000
2016-09-01,2.3489900000000001
2016-10-01,2.3567970000000003
2016-11-01,2.7178400000000003
2016-12-01,2.8941129999999999
2017-01-01,3.1828120000000002
2017-02-01,3.4546530000000000
2017-03-01,3.5130690000000002
2017-04-01,3.9803549999999999
2017-05-01,4.1733089999999997
2017-06-01,4.2472870000000000
2017-07-01,4.1636270000000000
2017-08-01,4.3588420000000001
2017-09-01,4.1120449999999993
2017-10-01,4.4173790000000004
2017-11-01,4.4384090000000000
2017-12-01,4.4239999999999995
2018-01-01,4.0763499999999997
2018-02-01,3.9813800000000001
2018-03-01,3.9268580000000002
2018-04-01,3.5628629999999997
2018-05-01,3.5517190000000003
2018-06-01,3.5571389999999998
2018-07-01,3.4734839999999996
2018-08-01,3.4455160000000005
2018-09-01,3.5816760000000003
2018-10-01,4.0804540000000005
2018-11-01,4.9600860000000004
2018-12-01,5.0048110000000001
2019-01-01,5.0948300000000000
2019-02-01,4.9985780000000002
2019-03-01,4.9564330000000005
2019-04-01,4.8238959999999995
2019-05-01,3.6336599999999999
2019-06-01,3.6835710000000002
2019-07-01,3.7210749999999999
2019-08-01,3.7535460000000000
2019-09-01,3.7164139999999999
2019-10-01,3.6333329999999999
2019-11-01,3.7287080000000001
2019-12-01,3.6824729999999999
2020-01-01,3.5578949999999998
2020-02-01,3.5293099999999997
2020-03-01,3.4513720000000001
2020-04-01,3.0087299999999999
2020-05-01,3.0435469999999998
2020-06-01,2.7752270000000001
2020-07-01,2.5515539999999999
2020-08-01,2.6225139999999998
2020-09-01,2.6801270000000001
2020-10-01,2.5815790000000001
2020-11-01,2.3745750000000001
2020-12-01,2.1598150000000000
2021-01-01,2.2435480000000001
2021-02-01,2.1559800000000000
2021-03-01,2.3815459999999997
2021-04-01,2.5807229999999999
2021-05-01,2.8364080000000000
2021-06-01,3.2136529999999999
2021-07-01,3.4104580000000002
2021-08-01,3.3368319999999998
2021-09-01,3.3251940000000002
2021-10-01,3.5176120000000002
2021-11-01,3.8366639999999999
2021-12-01,4.1819430000000004
2022-01-01,4.2864620000000002
2022-02-01,4.5989910000000007
2022-03-01,4.6734599999999995
2022-04-01,4.8103629999999997
2022-05-01,4.7454669999999997
2022-06-01,4.8965639999999997
2022-07-01,5.1491959999999999
2022-08-01,5.3677470000000005
2022-09-01,5.5625609999999996
2022-10-01,5.5273820000000002
2022-11-01,5.4618449999999994
2022-12-01,5.3082449999999994
2023-01-01,5.6187540000000000
2023-02-01,5.6435399999999998
2023-03-01,5.7108530000000002
2023-04-01,5.5454870000000005
2023-05-01,5.5063660000000008
2023-06-01,5.1917369999999998
2023-07-01,5.0737269999999999
2023-08-01,5.0422000000000002
2023-09-01,5.0430769999999994
2023-10-01,5.1682459999999999
2023-11-01,5.1545139999999998
2023-12-01,5.2275130000000001
2024-01-01,5.0643699999999994
2024-02-01,5.0814199999999996
2024-03-01,5.1294459999999997
2024-04-01,4.9415589999999998
2024-05-01,4.9252459999999996
2024-06-01,4.8949819999999997
2024-07-01,5.0389470000000003
